sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target
-0.04975629343717797,-0.7798778921901226,0.07381599162129658,-0.006583460607182104,1
1.6220551660519902,-0.10821272188283919,1.1526650999325552,0.5200933879673976,2
-0.40800160618485654,-1.451543062497407,0.0170344596049145,-0.1382526727508268,1
1.0249796448058588,-0.10821272188283919,0.8119759078342632,1.4417778729729114,2
0.5473192278089534,-0.7798778921901226,0.6416313117851171,0.7834318122546874,2
0.18907391506127477,0.7873408385268724,0.41450518371958883,0.5200933879673976,1
-1.1244922316802137,0.11567566821958895,-1.2889407767718721,-1.323275582043631,0
-0.04975629343717797,-0.5559895020876955,0.7551943758178808,1.5734470851165565,2
0.4279041235597275,-1.8993198427022624,0.41450518371958883,0.3884241758237526,1
-1.005077127430988,1.0112292286293005,-1.23215924475549,-0.7965987334690514,0
1.2638098533043116,0.3395640583220171,1.0958835679161734,1.4417778729729114,2
-0.7662469189325352,2.3545595692438677,-1.2889407767718721,-1.4549447941872757,0
1.6220551660519902,1.2351176187317288,1.3230096959817013,1.7051162972602014,2
-0.885662023181762,-1.2276546723949788,-0.4372177965261417,-0.1382526727508268,1
1.0249796448058588,0.11567566821958895,0.528068247752353,0.3884241758237526,1
-1.2439073359294406,0.11567566821958895,-1.23215924475549,-1.323275582043631,0
0.4279041235597275,-0.3321011119852673,0.30094211968682466,0.1250857515364629,1
0.7861494363074061,0.3395640583220171,0.7551943758178808,1.046770236541977,2
-0.885662023181762,1.682894398936584,-1.061814648706344,-1.059937157756341,0
-1.840982857175572,-0.10821272188283919,-1.5160669048374003,-1.4549447941872757,0
1.0249796448058588,0.5634524484244443,1.0958835679161734,1.178439448685622,2
2.219130687298122,-1.0037662822925508,1.7772619521127577,1.4417778729729114,2
1.1443947490550848,-0.10821272188283919,0.9823205038834092,1.178439448685622,2
0.5473192278089534,-1.6754314525998353,0.357723651703207,0.1250857515364629,1
0.4279041235597275,-0.5559895020876955,0.5848497797687349,0.7834318122546874,2
-0.5274167104340824,1.906782789039012,-1.1753777127391083,-1.059937157756341,0
1.1443947490550848,0.3395640583220171,1.2094466319489374,1.4417778729729114,2
-0.16917139768640382,-0.3321011119852673,0.24416058767044282,0.1250857515364629,1
1.6220551660519902,0.3395640583220171,1.2662281639653192,0.7834318122546874,2
1.5026400618027633,-0.10821272188283919,1.2094466319489374,1.178439448685622,2
-0.6468318146833093,1.4590060088341568,-1.2889407767718721,-1.323275582043631,0
0.6667343320581803,-0.3321011119852673,0.30094211968682466,0.1250857515364629,1
0.30848901931050066,-0.5559895020876955,0.528068247752353,-0.006583460607182104,1
-0.16917139768640382,-0.10821272188283919,0.24416058767044282,-0.006583460607182104,1
-0.28858650193563073,-0.10821272188283919,0.1873790556540605,0.1250857515364629,1
1.0249796448058588,0.11567566821958895,0.357723651703207,0.2567549636801076,1
-0.7662469189325352,1.0112292286293005,-1.2889407767718721,-1.323275582043631,0
0.6667343320581803,-0.5559895020876955,1.0391020358997909,1.178439448685622,2
0.18907391506127477,-1.8993198427022624,0.13059752363767865,-0.26992188489447183,1
0.06965881081204894,-0.10821272188283919,0.24416058767044282,0.3884241758237526,1
-1.2439073359294406,0.7873408385268724,-1.23215924475549,-1.323275582043631,0
-1.1244922316802137,1.2351176187317288,-1.3457223087882542,-1.4549447941872757,0
-1.3633224401786666,0.3395640583220171,-1.4025038408046362,-1.323275582043631,0
-0.40800160618485654,2.578447959346297,-1.3457223087882542,-1.323275582043631,0
1.2638098533043116,0.11567566821958895,0.6416313117851171,0.3884241758237526,1
-1.4827375444278934,0.11567566821958895,-1.2889407767718721,-1.323275582043631,0
